"","scrubbed_species_binomial","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","native_status","native_status_reason","native_status_sources","is_introduced","native_status_country","native_status_state_province","native_status_county_parish","country","state_province","county","locality","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","catalog_number","recorded_by","record_number","date_collected","identified_by","date_identified","identification_remarks","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_new_world","observation_type"
"448","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","San Diego Co.; 40 m E of San Diego, Corte Madera Ranch, Pine Valley, elev. 4000 ft. Chaparral.",32.780578,-116.557156,1984-01-02,"GBIF","DAV","DAV","DAV",NA,4338,"2421686123","H. van der Werff","6045",1984-01-02,"det. Roy Gereau 1984",NA,NA,NA,0,NA,1,"specimen"
"449","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Near Lake Hodges on U.S. 395",33.05886,-117.07013,1935-11-21,"GBIF","SD","SD","SD",NA,4760,"2424939561","Frank F. Gander","306-1",1935-11-21,"Frank Gander",NA,NA,NA,0,NA,1,"specimen"
"450","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Santa Fe Valley MSCP East parcel: hills S of Lake Hodges, 4.0 km SW Bernardo Mtn. In drainage at base of N-facing slope in chaparral",33.03831,-117.11989,2001-06-14,"GBIF","SD","SD","SD",NA,4760,"2424939347","Fred M. Roberts","5493",2001-06-14,NA,NA,NA,NA,0,NA,1,"specimen"
"451","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Along road from Pauma Valley to Henshaw Lake, west side of Palomar Mountain, San Diego County, California.",33.30215,-116.920217,1965-10-01,"GBIF","DAV","DAV","DAV",NA,4338,"2421689155","Rudolph Fischer","s.n.",1965-10-01,NA,NA,NA,NA,0,NA,1,"specimen"
"452","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Cleveland National Forest: NE of El Cajon Mountain, W of the San Diego River, and S of Barona Mesa; along El Cajon Mountain Truck Trail.",32.951611,-116.788389,2009-05-28,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430409968","Jon P. Rebman, L. Aerne-Hains, J. Gregory, C. Brennan","17835",2009-05-28,NA,NA,NA,NA,0,NA,1,"specimen"
"453","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","San Diego County: Near church on Viejas Indian Reservation, 3.2 miles (by road) northeast of U.S. Highway 80 (ca. 3 miles east of Alpine).",32.843308,-116.698028,1954-06-16,"GBIF","DAV","DAV","DAV",NA,4338,"2421687772","J. M. Tucker","2745",1954-06-16,NA,NA,NA,NA,0,NA,1,"specimen"
"454","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego",NA,33.166256,-116.779781,2004-11-26,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,NA,NA,"102",2004-11-26,NA,NA,NA,0,0,NA,1,"plot"
"455","Quercus austrina","Fagaceae","Quercus austrina Small","Fagaceae","Quercus austrina","Small","flowering plants","Accepted","Fagaceae","Small","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","South Carolina","Hampton","Webb Wildlife Center",32.576586567,-81.328065036,1997-05-15,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,72,NA,NA,NA,1997-05-15,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"456","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Fresno",NA,36.743707,-119.215365,2011-08-24,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,NA,NA,"103",2011-08-24,NA,NA,NA,0,0,NA,1,"plot"
"457","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Mesa Grande, 2.33 miles SW of Mesa Grande Road; E side of Middle Ridge (hill 3631); just W of Black Mountain Road; about 1 mile SW of old airstrip",33.16876,-116.8124,2010-05-15,"GBIF","SD","SD","SD",NA,4760,"2424940134","John LaGrange; Mary Rider","644",2010-05-15,"Jon P. Rebman",NA,NA,NA,0,NA,1,"specimen"
"458","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Rainbow Valley, 1.2 miles south of Riverside county line.",33.418057,-117.153505,1951-05-14,"GBIF","SDSU","SDSU","SDSU",NA,4762,"2382627586","Harbison, C.F.",NA,1951-05-14,NA,NA,NA,NA,0,NA,1,"specimen"
"459","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Cleveland National Forest, Boulder Creek Road, 2.1 mi. north of Sherilton Road and 9.2 mi. south of Cedar Creek Road; 1.5 mi. south of the Fortune Ranch",32.93333,-116.63333,1988-06-15,"GBIF","UCR","UCR","UCR",NA,4853,"2422299228","B.G. Pitzer","1086",1988-06-15,"A.C. Sanders",1990-01-01,NA,NA,0,NA,1,"specimen"
"460","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Cleveland National Forest, Boulder Creek Road, 4 mi. south of intersection with Engineer Road, and 1.2 mi. north of Cedar Creek Road, 2.3 mi. south of the Inaha Indian Reservation",32.975,-116.66667,1988-06-15,"GBIF","UCR","UCR","UCR",NA,4853,"2422301477","B.G. Pitzer","1089",1988-06-15,NA,NA,NA,NA,0,NA,1,"specimen"
"461","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Southeast of Barrett Lake, north of Barrett Junction, west of Potrero. South and west of utility road from end of Deerhorn Valley Road",32.65592,-116.70914,1992-07-28,"GBIF","SD","SD","SD",NA,4760,"2424940915","Susan T Welker","s.n.",1992-07-28,NA,NA,NA,NA,0,NA,1,"specimen"
"462","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Camp Pendleton Marine Corps Base: Echo Training Area in the north-northeast portion of base; along the border with Cleveland National Forest, at the gate near the fire station",33.45688,-117.40077,2008-06-04,"GBIF","SD","SD","SD",NA,4760,"2424939710","Jon P. Rebman; J. Rocks & M. Mulligan","15482",2008-06-04,"Jon P. Rebman",NA,NA,NA,0,NA,1,"specimen"
"463","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Wilderness Gardens Preserve, 3.4 miles east of Pala south of Highway 76 along the San Luis Rey River.",33.35028,-117.03278,1997-04-08,"GBIF","SD","SD","SD",NA,4760,"2424939412","Darin L. Banks","1793",1997-04-08,NA,NA,NA,1,0,NA,1,"specimen"
"464","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Hauser Wilderness, Cleveland National Forest, south of Morena Reserrvoir and east of Barrett Lake, along the creek that runs below Morena Lake Dam north of its confluence with Hauser Creek. Square: T21",32.67519,-116.56439,2008-06-02,"GBIF","UCR","UCR","UCR",NA,4853,"2422459607","Jon P. Rebman; Margaret R. Mulligan, Jeri Hirshberg","15441",2008-06-02,NA,NA,NA,NA,0,NA,1,"specimen"
"465","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Santa Margarita Mountains: Cleveland National Forest; just east of the border with Camp Pendleton Marine Corps Base; Margarita Peak, along the trail that leads up from the east side",33.44312,-117.38759,2008-06-04,"GBIF","SD","SD","SD",NA,4760,"2424939713","Jon P. Rebman; J. Rocks & M. Mulligan","15544",2008-06-04,"Jon P. Rebman",NA,NA,NA,0,NA,1,"specimen"
"466","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Pala",33.3653,-117.0767,NA,"GBIF","CAS","CAS","CAS","BOT-BC",4278,"1426087213","Parish, S. B.; Parish, W. F.","387",NA,NA,NA,NA,NA,0,NA,1,"specimen"
"467","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","7.3 miles from Rincon Springs on SDS6 (Mt. Palomar Rd.), Palomar Mts.",33.30036,-116.88283,1960-09-02,"GBIF","UCSB","UCSB","UCSB",NA,4856,"2270271621","Robert H. Gill","425",1960-09-02,NA,NA,NA,NA,0,NA,1,"specimen"
"468","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Camp Pendleton: Training Area Romeo I; east of Camp Horno and south of Basilone Road; off of a dirt road that connects to Horno Canyon Road",33.37473,-117.45582,2012-06-05,"GBIF","SD","SD","SD",NA,4760,"2424941020","Jon P. Rebman; W. Schmidtmann, and G. Kenney","24646",2012-06-05,"Jon P. Rebman",NA,NA,NA,0,NA,1,"specimen"
"469","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Sycuan Peak Ecological Reserve (California Dept. of Fish & Game): southeast of Dehesa, south of Loveland Reservoir; lower south side of Sycuan Peak, north of Lawson Valley Road",32.74667,-116.79917,2004-05-20,"GBIF","SD","SD","SD",NA,4760,"2424940250","Jon P. Rebman; Jeannie Gregory","10345",2004-05-20,"Jon P. Rebman",NA,NA,NA,0,NA,1,"specimen"
"470","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Banner Canyon, State hwy. 78 (Banner Grade). 1.7 air miles ENE of Julian, and 2.0 surface miles SE of intersection of 78 and Wynola Road.",33.08187,-116.57206,2009-09-15,"GBIF","SD","SD","SD",NA,4760,"2424940619","Larry Hendrickson","4256",2009-09-15,"Jon P. Rebman",NA,NA,NA,0,NA,1,"specimen"
"471","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Pala",33.3653,-117.0767,1882-06-01,"GBIF","CAS","CAS","CAS","BOT-BC",4278,"1426163689","Parish, S. B.; Parish, W. F.","387",1882-06-01,NA,NA,NA,NA,0,NA,1,"specimen"
"472","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego",NA,33.166256,-116.779781,2004-11-26,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,NA,NA,"101",2004-11-26,NA,NA,NA,0,0,NA,1,"plot"
"473","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Rancho Guejito, 3.7 mi. east of lake Wohlford Road on Guejito Road",33.21667,-116.94167,1988-06-17,"GBIF","UCR","UCR","UCR",NA,4853,"2422304234","B.G. Pitzer","1100",1988-06-17,NA,NA,NA,NA,0,NA,1,"specimen"
"474","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Otay Mountain, south side in lower Butteweg Canyon just above border trail, Tijuana River watershed",32.56222,-116.80417,2003-05-03,"GBIF","UCR","UCR","UCR",NA,4853,"2422379881","Fred M. Roberts; Andy Pigniolo, Kam Muri","5753",2003-05-03,NA,NA,NA,NA,0,NA,1,"specimen"
"475","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Arkansas Canyon, NE-flank of Volcan Mountain. San Felipe Valley Wildlife Area, California Fish & Game property. 2.5 air miles WNW of historic ranch house.",33.12573,-116.5635,2012-04-18,"GBIF","SD","SD","SD",NA,4760,"2424939658","Larry Hendrickson","5743",2012-04-18,"Jon P. Rebman",NA,NA,NA,0,NA,1,"specimen"
"476","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Cuyamaca Mountains. South of Pine Hills residential area, 3.0 air miles SW of Julian, beside Pine Hills Road, 0.7 mile SE of intersection with Boulder Creek Road.",33.0393,-116.62816,2010-09-06,"GBIF","SD","SD","SD",NA,4760,"2424941070","Larry Hendrickson","5102",2010-09-06,"Jon P. Rebman",NA,NA,NA,0,NA,1,"specimen"
"477","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Cleveland National Forest, vicinity of Black Mountain, north of Ramona and east of Pamo Road, off of Black Mountain Truck Trail. Square: I15",33.1455,-116.83319,2010-05-20,"GBIF","UCR","UCR","UCR",NA,4853,"2422481843","Jon P. Rebman; L. Aerne Hains, Warren Schmidtmann","19120",2010-05-20,NA,NA,NA,NA,0,NA,1,"specimen"
"478","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Cleveland National Forest: E of Eagle Peak and west of Boulder Creek Road; along the trail from Boulder Creek Road to the Three Sisters Waterfall in Boulder Creek; approximately 0.3 miles west of the parking area",32.9845,-116.68216,2011-05-24,"GBIF","SD","SD","SD",NA,4760,"2424940688","Jon P. Rebman; W. Schmidtmann, V. Marshall, M. Sweet","21822",2011-05-24,"Jon P. Rebman",NA,NA,NA,0,NA,1,"specimen"
"479","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego",NA,33.166256,-116.779781,2004-11-26,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,NA,NA,"107",2004-11-26,NA,NA,NA,0,0,NA,1,"plot"
"480","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego","Hwy 79, south of Sunshine Summit, c. 0.5 mi. north of intersection with Fink Road; mile marker 41 on N (other) side of road",33.33639,-116.71722,1988-06-06,"GBIF","UCR","UCR","UCR",NA,4853,"2422302715","B.G. Pitzer","1033",1988-06-06,"A.C. Sanders",1990-01-01,NA,NA,0,NA,1,"specimen"
"481","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","San Diego",NA,32.819229,-116.594247,2006-10-17,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,NA,NA,"314",2006-10-17,NA,NA,NA,0,0,NA,1,"plot"
